Author tag,Author username,Author avatar,Is bot,Date,Content,Mentions,Attachments,Channel,Symptom1(Edginess_or_restlessness),Symptom2(Tiring_easily_more_fatigued_than_usual),Symptom3(Impaired_concentration_or_feeling_as_though_the_mind_goes_blank),Symptom4(irritability),Symptom5(Increased_muscleaches_or_soreness),Symptom6(Difficulty_sleeping),Symptom7(No_symptoms),AnxietyIntensity
#5067,Rayz,https://cdn.discordapp.com/avatars/795319777673084970/591e78f3a29c48ad2b5613a65494006a.png,No,7/26/2021 13:13,so basically 2020 started with covid and finding out that my dad has stage 4 cancer. We've been fighting it for 1.5 years now and my dad has probably like 2-3 years to live and the fact that the people who took care of me with love and care are going to die one day and you wont even see them again or wont recieve their love anymore gives me anxiety and depression,,,R/SocialAnxiety,Y,N,Y,N,N,N,N,1
#5770,Jay.,https://cdn.discordapp.com/avatars/792523285794521099/e3ff3c646ca5b92851d3d48e8b7f877c.png,No,7/22/2021 20:47,Who else joins a server and gets really anxious when everyone is greeting you the second you join because it makes you feel pressured to immediately participate? 👀,,,R/SocialAnxiety,Y,N,Y,N,N,N,N,1
#2737,Emberson,https://cdn.discordapp.com/avatars/698367151266070539/4df2f950ba370888b1cd8ae7066d02f3.png,No,7/10/2021 0:47,does anyone know a lot of signs of soical anxiety my mom and my therapist say taht i might have it and they were talking about it i just dont know... i am just always anxious,watdo#0425,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#2686,Charles D.,https://cdn.discordapp.com/avatars/271737556704559104/84a75743c9d1c1ceae05656290f6b3fa.png,No,7/25/2021 19:14,<@&859910376489615380>,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1172,sitbomm,https://cdn.discordapp.com/avatars/77483223474511872/d17b69e6bc5c8cf14797ff381d5566ae.png,No,5/8/2021 4:31,"Can relate -- my high school teacher called my mom to ask if I had a speech impediment, because of how mute I was",LianneUwu#0181,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#3283,Jupitars,https://cdn.discordapp.com/avatars/342949525842952192/eeda7302591540547a86e1739a2dcfd0.png,No,7/25/2021 11:24,i hate being in loud places what if people are judging me i don’t want to be here,Unavailable User.#1172,,R/SocialAnxiety,Y,N,N,Y,N,N,N,1
#1948,icylava,https://cdn.discordapp.com/avatars/559761186254487573/2282875a46c50d979ea91d980cd25dd8.png,No,7/11/2021 0:22,"Your voice sounds fine to me... I mean people tell me I speak too quietly, so maybe I'm biased or whatever. But like, it doesn't sound ""horrible"". I'm sorry you feel that way <:cattosaddo:558734465048903680>",Daniela.#7148,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#8611,Neppu,https://cdn.discordapp.com/avatars/800147974587678741/cb9b06ce0e3d00a23522fbc249abbf36.png,No,7/24/2021 20:42,Yes... makes me lowkey sad when people say bullying works because it definitely didn't work for me,Isis#6110,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9948,574,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,7/23/2021 14:19,damn,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#6548,mair,https://cdn.discordapp.com/avatars/844587361076641793/959ad22781b63783a771eb8e90d9ea65.png,No,7/23/2021 13:54,damn u brave,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#3779,arjan,https://cdn.discordapp.com/avatars/284459829681192961/6dcb56aa9d8aa24875baa42bd7c595ed.png,No,7/23/2021 11:39,Restaurant alone 😉,,https://cdn.discordapp.com/attachments/369547956472250378/868200790630760468/20210723_193935.jpg,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#4892,lock,https://cdn.discordapp.com/avatars/518874156453068850/34b79d1ec6c9376b3acf5d2bbd81f9b0.png,No,7/23/2021 11:06,bro dont be afraid to go man. dont take life too seriously. its fine if you stutter (at all) listen to music to calm you down if you want or drink some water. CELEBRATE!!,Teguanna#5875,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9359,Guywhoisonline,https://cdn.discordapp.com/avatars/375621001184149505/00c1d989f786f5d3e36d128c09171375.png,No,4/27/2021 23:43,I also am in the same situation as you but to a lesser degree.,Soswagsophia#4509,https://cdn.discordapp.com/attachments/369547956472250378/855887155326484500/Small_talk_cheat_sheet_V2_1.pdf,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1920,Shio,https://cdn.discordapp.com/avatars/704725551251718547/81b569225470f9f4a90da50febcefc7b.png,No,7/23/2021 8:50,"<@!709919238655049729> i don't think it's weird or dumb? You got attached to her because she cared. That's valid, really. I do stay in contact w one of my teachers too. She helped me a lot and hugged me when i did good and just. was v motherly. I am in contact with her still and I miss her, too. Your feelings are valid! It's not weird!",Daniela.#7148,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#6715,Demyx,https://cdn.discordapp.com/avatars/365599636607729666/a7ddbdb6f45bc674ccb548f982a18a1d.png,No,7/5/2021 23:10,Hey I came here to tell y'all what just happened to me yesterday. So since school got out my mom has been urging me to get a job but I didn't want a fast food or retail job so I was thinking on my own and remembered that my grandma told me I could work at my aunt's massage parlor so over the month of June I tried to gather the courage to ask her and I kept pushing it back until yesterday where I was determined to ask her so I did and I waited in fear of her response and when she did she told me that there weren't enough things for me to do to qualify as a job so I told her that was fine (when it totally wasn't) and for the past 5~ish hours I've felt so defeated and feel like I'll never get a job until I'm older and my mom will be angry/disappointed 😞,Wilh#8172,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#3967,xpoplarstreetx,https://cdn.discordapp.com/avatars/732297751080992769/55fcb9e70629a8350bb9d51a22d99ec0.png,No,7/22/2021 18:50,"Hey everyone! I've been on the server a while but not really, sorta just stopped in for the first time but it's really awesome to finally relate to some people. Btw <@!263371712291274752> I just read your message and wanted to say yeah, that has happened to me a startling amount of times. Sometimes in an extreme moment of anxiety my mind will go blank and I'll just feel myself completely zoned out with no return. But yeah it's nice to meet you all!",emmma#4349,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1066,alexaminrowe,https://cdn.discordapp.com/avatars/849736543304155157/64f0533c6d842cce4df3b801ce7bf02e.png,No,6/26/2021 10:03,"Hey there <@!239725059776839680> try telling the friend. They might be able to help, and if you aren't able to say it directly, try writing it down or maybe showing some sort of signal, that might help! I also have a short social battery, and telling someone who you know understands and can help works most of the time, and they might be able to help you get away from tough situations. Hope this helps, and hope the trip goes well and you have fun, you got this! (＾∇＾)",almond#6254,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#6375,Vivianne,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,7/7/2021 13:46,"I definitely feel you on that. I once worked as a call-agent for a phone company and used and get so anxious and the nerves gets me as I’m expecting the call. The call itself goes alright, but it’s just the period leading up to the call, then the next call, etc. makes me incredibly nervous. 😩",KatIamKat#6836,,R/SocialAnxiety,Y,N,Y,N,N,N,N,1
#0476,Jackal_Serin,https://cdn.discordapp.com/avatars/247588945108533249/e80717142ac09872298e59eea5693a4e.png,No,5/6/2021 17:24,"Don't just say yes to anything, that might get you in more trouble, especially if they're looking for admissions of guilt",Foster#0820,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#3193,The Logical One,https://cdn.discordapp.com/avatars/747539637240856636/e65c0f73a79d42d0624c994be420fe4e.png,No,7/20/2021 18:35,I know exactly how you feel. It happened to me this summer. I wish I knew a way to stop that from happening but unfortunately I don't,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#4752,WasabiSamurai,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,7/20/2021 15:13,Hi do you guys have a daily routine or something you do everyday in order to overcome social anxiety?,Winter#4829,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0272,snarglesthecat,https://cdn.discordapp.com/avatars/686257816914362436/484f74ef7efac866ad7d20763abb5cc2.png,No,7/20/2021 11:50,Hi,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9046,avocadorable,https://cdn.discordapp.com/avatars/802036606151163915/a6f3477ad868365b5932653d69bd7204.png,No,7/8/2021 4:33,hello,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9070,sweetierdeer,https://cdn.discordapp.com/avatars/706616257373405234/5cf26857cd17b611cf127bfcfe1c661a.png,No,7/19/2021 15:32,"im with the same problem, i live in a really small city and my daily routes don't help, i feel better knowing online people but the fact the i will probably live in this same place for all of my live, with this people that i dont identify with made me so bad that i wanna cry",,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#3090,queendeath,https://cdn.discordapp.com/avatars/855485483642519593/f64a2ce05c6b612963185b2681898de8.png,No,7/11/2021 8:01,hi,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#5652,danethegreat,https://cdn.discordapp.com/avatars/663637373225271307/12f557ed79006febb0eb2f93a329eb9b.png,No,7/18/2021 20:28,"I don't get why people have certain personalities that's natural for them to make friends. Idk with by opening a ticket is to talk ig. When I make friends or atleast try I end up them not liking me after a month and thinking I'm a bad person or other things. Idk I think everyone can hate me or whatever by the chance of being in a friendship. I try to watch myself with them so I don't appeal maybe bad.. I just can't do it, i give up at-times.",emmma#4349,,R/SocialAnxiety,Y,N,N,Y,N,N,N,1
#5146,MrJTaj,https://cdn.discordapp.com/avatars/695887910901252137/654a159059ce4da142819d07fd8e3c27.png,No,7/17/2021 10:14,why is it impossible to make friends after a certain age???? or am i the weirdo?,emmma#4349,,R/SocialAnxiety,Y,N,N,Y,N,N,N,1
#9182,lex,https://cdn.discordapp.com/avatars/708231934668439565/ec8dca71c4056b01710c62b95ad97dac.png,No,7/15/2021 0:40,i just started seeing a therapist a few weeks ago and so far i think it’s helping me. she shows me ways to cope w/ my anxiety that i’ve been trying to implement and it’s nice to finally have someone i can talk to about my anxiety. i was scared to start therapy for a long time but i’m really glad i’ve finally sought help,julie#2980,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9151,BelovedSamuel,https://cdn.discordapp.com/avatars/854243390408753194/c8f9ec6c4bf01e9a6c53d979ddbe1f08.png,No,7/16/2021 12:20,that is quite popular nowdays Emma,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0063,samjames122,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,7/16/2021 11:38,why? <@!263371712291274752>,emmma#4349,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#7186,ex-nigiri,https://cdn.discordapp.com/avatars/742282997155364943/8ea7bdb5e9a1ecd821086ab05c011adf.png,No,7/15/2021 9:44,"hi, i am maanya. my pronounce are she/ her. i am sorry if i should post this in the introduction channel but i think posting it here felt a lil more appropriate. i was always a shy kid, a quiet one as everyone used to call me. it never really affected me tho until the teen phase hit me. i wanted to talk, i wanted to be bold, confident in who i am but the thought of ""what people would think/judge/say"" always pulled me back. my heart starts beating so fast and my palms become all sweaty and this feeling sucks.! ah yes my keyboard is all drenched in sweat rn. anxiety developed more when my close friends kinda turned on me. i fear to talk to new ppl. everyday i try to battle anxiety. yes i try but everytime i feel like im getting better is when i fall down to the same place. i wanted to do smthg bout this cuz it was not only affecting my social life but also my academics. i honestly dont know why and how i got the guts to type this and send it to random people who i dont even know across the globe. but i do know that this might help me feel better about my anxiety.",watdo#0425,,R/SocialAnxiety,Y,N,Y,N,N,N,N,2
#4755,Girl's Day,https://cdn.discordapp.com/avatars/192652801220804609/ca5977be5ad8bab6b0e2016f10a0f787.png,No,6/25/2021 22:56,like pulling teeth lol,Katt7#1093,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0644,Fixer,https://cdn.discordapp.com/avatars/579664704075726868/7e44f8e843df95a4a06e56623b73413f.png,No,7/10/2021 8:31,"I don't think they are strongly correlated. Anxiety is a strong desire to live mixed with fear, while depression is more a rejection of life so if you are depressed you can also be anxious, but the reverse is not always true.",randomdudeontheinternet#6641,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9227,𝓙𝓾𝓷𝓮𝓪𝓾,https://cdn.discordapp.com/avatars/380230719139479552/d61b8f70b743191cfcadb9d610d4d41d.png,No,7/15/2021 0:45,that's nice to hear,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#4334,Judeee,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,7/14/2021 21:53,I'm not because it appears that working out more regularly is fixing it for me,Niklas1#5306,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#7025,オチーアノン,https://cdn.discordapp.com/avatars/395414127985688596/d85d7c0fa3450324de4bf344395c44e6.png,No,7/14/2021 13:23,"I believe it is, because that happens to me, but worse, to the point of making me not talk to people I don't know at all. I'm trying to change that.",bagofrice#6978,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#3557,Azizmo,https://cdn.discordapp.com/avatars/456241526285008896/52f40c9432a948aae86e55fa277c4fc3.png,No,6/24/2021 5:20,"I always find myself having nothing to say. What I learn is it is our anxiety preventing us from saying our thought for fear of what other think. But I remember a few moment where I feel comfortable and relax with other, just like with myself alone. Yet find it hard to come up with a few things or comment to join the conversation.",Venturax#2966,,R/SocialAnxiety,Y,N,Y,N,N,N,N,1
#8153,Kev1,https://cdn.discordapp.com/avatars/196539962554843136/0f0a5178c136bcf1e0ab15e8ded0a976.png,No,7/14/2021 4:00,yea. because that's a social interaction. i get that sometimes as well,bagofrice#6978,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#6978,bagofrice,https://cdn.discordapp.com/avatars/737670688013418626/28a3ec5145184350971331e9f99c8e1b.png,No,7/14/2021 3:23,is it normal for social anxiety to affect u a lil online too. Cause when i wanna ask people i actually know irl questions online i get anxious,,,R/SocialAnxiety,Y,N,N,N,N,N,N,1
#4324,SYNDICATE,https://cdn.discordapp.com/avatars/409459685180309504/047564d60a96566f30d83e1e145194c0.png,No,7/13/2021 5:33,"Have gotten an interview with a company where I'll have to do an assessment for programming live but before that I have a quick call with them today.
 Idk why but feeling nervous just thinking about talking to them. social anxiety creeping in over talking to someone on call",,,R/SocialAnxiety,Y,N,Y,N,N,N,N,1
#5436,lexi,https://cdn.discordapp.com/avatars/230527169883930624/1b9d41c3b9a52f0293eaf96dc5957a1f.png,No,7/12/2021 9:54,hi,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0805,CaillouXoff,https://cdn.discordapp.com/avatars/297938241552908299/df611f12aa9a855c40020c0286cb9c2f.png,No,5/4/2021 18:52,Am I the only one that sometimes feels like I really want to meet new people but at the same time I'm too stuck on myself to do so?,,,R/SocialAnxiety,Y,N,N,N,N,N,N,1
#2316,Daddys little monster,https://cdn.discordapp.com/avatars/845442502713409547/2426e910018a263dc153ab9349af4639.png,No,7/12/2021 8:08,Hello. How u controll studering when nevers,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0037,maxwell.mhm,https://cdn.discordapp.com/avatars/326147079275675651/86640dc1f33375084ecae239428d5a9e.png,No,7/11/2021 8:54,h i,Zenon#6283,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#2633,Noodle,https://cdn.discordapp.com/avatars/343692164103929856/53a8fb2d488b76d97477c35be230d9f6.png,No,7/11/2021 5:26,"I wish I had the energy to talk more, react or even think, but I can relate to so much of what's being said on the channel. Just needed to reach out with this message and hoping that you all take care 🌸",,,R/SocialAnxiety,N,Y,Y,N,N,Y,N,1
#6641,randomdudeontheinternet,https://cdn.discordapp.com/avatars/799122660129767424/54520e622316f1cbbabe2c7c73bdf1bf.png,No,7/10/2021 6:24,Is anxiety linked with depression?,watdo#0425,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0996,Noro,https://cdn.discordapp.com/avatars/786118486786703401/4d7b6d939364e2d01bf04279a677e4fc.png,No,7/10/2021 11:45,I feel very stupid while talking to my peers :(,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#5590,Errai,https://cdn.discordapp.com/avatars/325350582812540929/094476cf9ed1de9ae811601e17e0b162.png,No,7/10/2021 11:05,Does anyone else feel like people text you out of pity? I’ve been talking to thus person every day for 3 months. I mean to any sane person if no one wanted to talk to they wouldn’t text them back since they aren’t obligated. I say that to myself but it still think they hate me,,,R/SocialAnxiety,Y,N,N,Y,N,N,N,1
